recipe_id,name,meal_type,servings,prep_time_min,ingredients,kcal_per_serving,protein_g_per_serving,carbs_g_per_serving,fat_g_per_serving,fiber_g_per_serving,instructions
R0064,Pudding de chia con arandanos,postre,2,23,"[{""ingredient"": ""arandanos"", ""grams"": 97}, {""ingredient"": ""cacao amargo"", ""grams"": 16}, {""ingredient"": ""leche descremada"", ""grams"": 287}, {""ingredient"": ""semillas de lino"", ""grams"": 14}]",133.5,8.0,20.9,4.3,6.0,Mezclá las semillas con la leche. Dejá reposar 2-4h en heladera. Sumá la fruta al servir.
R0065,Tostadas integrales con porotos negros cocidos y morrón,desayuno,1,16,"[{""ingredient"": ""morrón"", ""grams"": 115}, {""ingredient"": ""pan integral"", ""grams"": 100}, {""ingredient"": ""porotos negros cocidos"", ""grams"": 107}]",423.9,23.8,73.6,5.1,18.7,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0066,Wrap fitness de garbanzos cocidos con lechuga y salsa de soja,almuerzo,1,35,"[{""ingredient"": ""garbanzos cocidos"", ""grams"": 196}, {""ingredient"": ""lechuga"", ""grams"": 114}, {""ingredient"": ""papa cocida"", ""grams"": 103}, {""ingredient"": ""semillas de chia"", ""grams"": 29}]",569.1,26.1,89.1,14.4,28.1,Calentá la tortilla 10-20s. Rellená con la proteína y verduras. Agregá el condimento/salsa y enrollá.
R0067,Ensalada proteica de yogur griego descremado con tomate y aceite de oliva,almuerzo,1,35,"[{""ingredient"": ""aceite de oliva"", ""grams"": 14}, {""ingredient"": ""tomate"", ""grams"": 60}, {""ingredient"": ""tortitas de arroz"", ""grams"": 232}, {""ingredient"": ""yogur griego descremado"", ""grams"": 117}]",1085.2,30.8,196.8,21.1,5.4,Prepará y pesá los ingredientes. Salteá las verduras con un toque de aceite o al vapor. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0068,Pudding de chia con frutillas,postre,1,21,"[{""ingredient"": ""bebida vegetal sin azucar"", ""grams"": 284}, {""ingredient"": ""frutillas"", ""grams"": 94}, {""ingredient"": ""semillas de lino"", ""grams"": 14}]",161.6,6.0,17.0,9.6,6.2,Mezclá las semillas con la leche. Dejá reposar 2-4h en heladera. Sumá la fruta al servir.
R0069,Guiso de legumbres con lechuga,cena,1,38,"[{""ingredient"": ""carne magra cocida"", ""grams"": 95}, {""ingredient"": ""lechuga"", ""grams"": 162}, {""ingredient"": ""limon"", ""grams"": 19}, {""ingredient"": ""palta"", ""grams"": 13}, {""ingredient"": ""pan integral"", ""grams"": 202}]",720.5,55.6,90.4,17.4,17.6,Prepará y pesá los ingredientes. Salteá las verduras con un toque de aceite o al vapor. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0070,Guiso de legumbres con zanahoria,cena,1,23,"[{""ingredient"": ""arroz blanco cocido"", ""grams"": 105}, {""ingredient"": ""pavo cocido"", ""grams"": 190}, {""ingredient"": ""zanahoria"", ""grams"": 89}]",477.0,58.4,37.9,8.1,2.9,Prepará y pesá los ingredientes. Salteá las verduras con un toque de aceite o al vapor. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0071,Pollo con papa cocida y zapallito,almuerzo,1,35,"[{""ingredient"": ""almendras"", ""grams"": 12}, {""ingredient"": ""claras de huevo"", ""grams"": 175}, {""ingredient"": ""papa cocida"", ""grams"": 119}, {""ingredient"": ""salsa de soja"", ""grams"": 8}, {""ingredient"": ""zapallito"", ""grams"": 181}]",299.0,26.8,33.8,7.1,5.4,Prepará y pesá los ingredientes. Salteá las verduras con un toque de aceite o al vapor. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0072,Bowl de arroz integral cocido con mantequilla de mani y semillas de lino,desayuno,2,12,"[{""ingredient"": ""almendras"", ""grams"": 14}, {""ingredient"": ""banana"", ""grams"": 156}, {""ingredient"": ""semillas de lino"", ""grams"": 12}, {""ingredient"": ""yogur griego descremado"", ""grams"": 223}]",207.8,14.6,25.1,6.7,4.5,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0073,Wrap fitness de huevo entero con cebolla y salsa de soja,almuerzo,1,10,"[{""ingredient"": ""cebolla"", ""grams"": 129}, {""ingredient"": ""huevo entero"", ""grams"": 87}, {""ingredient"": ""salsa de soja"", ""grams"": 15}, {""ingredient"": ""tortilla de trigo"", ""grams"": 126}]",562.0,24.0,76.7,17.3,7.2,Calentá la tortilla 10-20s. Rellená con la proteína y verduras. Agregá el condimento/salsa y enrollá.
R0074,Ensalada proteica de lentejas cocidas con espinaca y palta,almuerzo,1,38,"[{""ingredient"": ""batata cocida"", ""grams"": 167}, {""ingredient"": ""espinaca"", ""grams"": 100}, {""ingredient"": ""lentejas cocidas"", ""grams"": 196}, {""ingredient"": ""limon"", ""grams"": 23}, {""ingredient"": ""palta"", ""grams"": 33}]",460.1,24.8,82.8,6.4,26.2,Prepará y pesá los ingredientes. Salteá las verduras con un toque de aceite o al vapor. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0075,Ensalada proteica de yogur griego descremado con brocoli y semillas de chia,almuerzo,1,19,"[{""ingredient"": ""brocoli"", ""grams"": 129}, {""ingredient"": ""salsa de soja"", ""grams"": 18}, {""ingredient"": ""semillas de chia"", ""grams"": 26}, {""ingredient"": ""tortitas de arroz"", ""grams"": 186}, {""ingredient"": ""yogur griego descremado"", ""grams"": 193}]",1000.4,43.7,179.8,14.7,15.9,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0076,Guiso de legumbres con pepino,cena,1,25,"[{""ingredient"": ""limon"", ""grams"": 8}, {""ingredient"": ""pepino"", ""grams"": 95}, {""ingredient"": ""tofu firme"", ""grams"": 157}, {""ingredient"": ""tortilla de trigo"", ""grams"": 134}]",645.6,38.2,75.9,23.6,6.1,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0077,Ensalada proteica de pavo cocido con lechuga y semillas de chia,almuerzo,2,28,"[{""ingredient"": ""batata cocida"", ""grams"": 84}, {""ingredient"": ""lechuga"", ""grams"": 177}, {""ingredient"": ""pavo cocido"", ""grams"": 191}]",203.9,29.8,11.4,4.1,2.5,Prepará y pesá los ingredientes. Salteá las verduras con un toque de aceite o al vapor. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0078,Pudding de chia con banana,postre,1,12,"[{""ingredient"": ""banana"", ""grams"": 155}, {""ingredient"": ""cacao amargo"", ""grams"": 7}, {""ingredient"": ""leche descremada"", ""grams"": 261}, {""ingredient"": ""miel"", ""grams"": 14}, {""ingredient"": ""semillas de chia"", ""grams"": 19}]",380.2,15.2,72.0,7.6,13.1,Mezclá las semillas con la leche. Dejá reposar 2-4h en heladera. Sumá la fruta al servir.
R0079,Omelette de espinaca con nueces,desayuno,1,10,"[{""ingredient"": ""claras de huevo"", ""grams"": 150}, {""ingredient"": ""espinaca"", ""grams"": 110}, {""ingredient"": ""huevo entero"", ""grams"": 100}, {""ingredient"": ""nueces"", ""grams"": 14}]",337.9,34.8,8.1,19.3,3.4,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0080,Pudding de chia con naranja,postre,2,6,"[{""ingredient"": ""bebida vegetal sin azucar"", ""grams"": 220}, {""ingredient"": ""cacao amargo"", ""grams"": 21}, {""ingredient"": ""miel"", ""grams"": 19}, {""ingredient"": ""naranja"", ""grams"": 155}, {""ingredient"": ""semillas de chia"", ""grams"": 23}]",167.1,5.8,30.1,6.4,9.9,Mezclá las semillas con la leche. Dejá reposar 2-4h en heladera. Sumá la fruta al servir.
R0081,Bowl de avena con espinaca y banana,desayuno,1,21,"[{""ingredient"": ""avena"", ""grams"": 50}, {""ingredient"": ""banana"", ""grams"": 144}, {""ingredient"": ""bebida vegetal sin azucar"", ""grams"": 271}, {""ingredient"": ""mantequilla de mani"", ""grams"": 24}, {""ingredient"": ""miel"", ""grams"": 27}]",600.1,18.8,98.5,19.1,11.1,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0082,Pudding de chia con arandanos,postre,1,22,"[{""ingredient"": ""arandanos"", ""grams"": 181}, {""ingredient"": ""bebida vegetal sin azucar"", ""grams"": 163}, {""ingredient"": ""miel"", ""grams"": 15}, {""ingredient"": ""semillas de lino"", ""grams"": 22}]",298.9,6.9,48.2,11.7,10.6,Mezclá las semillas con la leche. Dejá reposar 2-4h en heladera. Sumá la fruta al servir.
R0083,Pudding de chia con naranja,postre,2,25,"[{""ingredient"": ""bebida vegetal sin azucar"", ""grams"": 183}, {""ingredient"": ""miel"", ""grams"": 22}, {""ingredient"": ""naranja"", ""grams"": 156}, {""ingredient"": ""semillas de lino"", ""grams"": 22}]",147.1,3.6,23.3,5.8,5.0,Mezclá las semillas con la leche. Dejá reposar 2-4h en heladera. Sumá la fruta al servir.
R0084,Omelette de lechuga con aceite de oliva,desayuno,1,7,"[{""ingredient"": ""aceite de oliva"", ""grams"": 14}, {""ingredient"": ""claras de huevo"", ""grams"": 150}, {""ingredient"": ""huevo entero"", ""grams"": 100}, {""ingredient"": ""lechuga"", ""grams"": 109}]",361.1,31.0,5.3,24.0,1.4,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0085,Tazón de quinoa con queso cottage light y lechuga,cena,1,33,"[{""ingredient"": ""arroz blanco cocido"", ""grams"": 119}, {""ingredient"": ""lechuga"", ""grams"": 101}, {""ingredient"": ""queso cottage light"", ""grams"": 176}, {""ingredient"": ""semillas de lino"", ""grams"": 32}]",485.0,29.4,51.5,18.0,10.4,Prepará y pesá los ingredientes. Salteá las verduras con un toque de aceite o al vapor. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0086,Yogur griego con frutillas y semillas de lino,snack,2,19,"[{""ingredient"": ""frutillas"", ""grams"": 127}, {""ingredient"": ""semillas de lino"", ""grams"": 18}, {""ingredient"": ""yogur griego descremado"", ""grams"": 199}]",127.1,12.0,11.1,4.4,3.7,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0087,Tazón de quinoa con yogur griego descremado y lechuga,cena,1,12,"[{""ingredient"": ""batata cocida"", ""grams"": 175}, {""ingredient"": ""lechuga"", ""grams"": 86}, {""ingredient"": ""mostaza"", ""grams"": 8}, {""ingredient"": ""yogur griego descremado"", ""grams"": 203}]",295.4,25.3,47.0,1.7,7.1,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0088,Tazón de quinoa con tofu firme y zanahoria,cena,1,17,"[{""ingredient"": ""mostaza"", ""grams"": 7}, {""ingredient"": ""semillas de lino"", ""grams"": 17}, {""ingredient"": ""tofu firme"", ""grams"": 186}, {""ingredient"": ""tortilla de trigo"", ""grams"": 93}, {""ingredient"": ""zanahoria"", ""grams"": 161}]",708.2,43.8,72.9,31.0,13.0,Prepará y pesá los ingredientes. Salteá las verduras con un toque de aceite o al vapor. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0089,Wrap fitness de queso cottage light con zanahoria y salsa de soja,almuerzo,1,27,"[{""ingredient"": ""papa cocida"", ""grams"": 237}, {""ingredient"": ""queso cottage light"", ""grams"": 194}, {""ingredient"": ""salsa de soja"", ""grams"": 11}, {""ingredient"": ""zanahoria"", ""grams"": 61}]",396.1,27.3,60.6,4.9,6.0,Calentá la tortilla 10-20s. Rellená con la proteína y verduras. Agregá el condimento/salsa y enrollá.
R0090,Guiso de legumbres con espinaca,cena,1,32,"[{""ingredient"": ""batata cocida"", ""grams"": 243}, {""ingredient"": ""espinaca"", ""grams"": 177}, {""ingredient"": ""salsa de soja"", ""grams"": 5}, {""ingredient"": ""semillas de lino"", ""grams"": 25}, {""ingredient"": ""tempeh"", ""grams"": 187}]",756.5,52.3,81.7,32.3,18.7,Prepará y pesá los ingredientes. Salteá las verduras con un toque de aceite o al vapor. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0091,Yogur griego con naranja y semillas de lino,snack,1,17,"[{""ingredient"": ""naranja"", ""grams"": 147}, {""ingredient"": ""semillas de lino"", ""grams"": 16}, {""ingredient"": ""yogur griego descremado"", ""grams"": 167}]",253.1,20.9,28.0,7.5,7.8,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0092,Batido de proteína con banana,snack,1,19,"[{""ingredient"": ""banana"", ""grams"": 125}, {""ingredient"": ""leche descremada"", ""grams"": 161}, {""ingredient"": ""whey protein"", ""grams"": 35}]",307.6,34.8,39.4,2.6,3.2,Agregá todo en la licuadora. Licuá 20-30s hasta homogéneo. Serví y listo.
R0093,Tostadas integrales con tofu firme y zanahoria,desayuno,2,13,"[{""ingredient"": ""pan integral"", ""grams"": 60}, {""ingredient"": ""tofu firme"", ""grams"": 100}, {""ingredient"": ""zanahoria"", ""grams"": 139}]",174.6,13.0,20.5,5.9,4.0,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0094,Bowl de avena con pepino y pepino,desayuno,1,7,"[{""ingredient"": ""avena"", ""grams"": 70}, {""ingredient"": ""banana"", ""grams"": 123}, {""ingredient"": ""bebida vegetal sin azucar"", ""grams"": 248}, {""ingredient"": ""miel"", ""grams"": 16}]",480.0,15.7,92.6,8.2,11.1,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0095,Tostadas integrales con claras de huevo y morrón,desayuno,2,10,"[{""ingredient"": ""claras de huevo"", ""grams"": 97}, {""ingredient"": ""morrón"", ""grams"": 138}, {""ingredient"": ""pan integral"", ""grams"": 100}]",170.1,12.5,25.0,2.4,4.9,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0096,Tostadas integrales con tofu firme y zapallito,desayuno,1,24,"[{""ingredient"": ""pan integral"", ""grams"": 80}, {""ingredient"": ""tofu firme"", ""grams"": 125}, {""ingredient"": ""zapallito"", ""grams"": 100}]",394.6,32.9,39.7,14.9,6.6,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0097,Pudding de chia con banana,postre,1,17,"[{""ingredient"": ""banana"", ""grams"": 127}, {""ingredient"": ""bebida vegetal sin azucar"", ""grams"": 244}, {""ingredient"": ""cacao amargo"", ""grams"": 7}, {""ingredient"": ""semillas de chia"", ""grams"": 23}]",289.6,9.1,47.5,11.4,14.2,Mezclá las semillas con la leche. Dejá reposar 2-4h en heladera. Sumá la fruta al servir.
R0098,Omelette de tomate con aceite de oliva,desayuno,1,20,"[{""ingredient"": ""aceite de oliva"", ""grams"": 29}, {""ingredient"": ""huevo entero"", ""grams"": 120}, {""ingredient"": ""tomate"", ""grams"": 174}]",459.3,17.2,8.1,40.7,2.1,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0099,Pollo con arroz integral cocido y espinaca,almuerzo,1,35,"[{""ingredient"": ""almendras"", ""grams"": 19}, {""ingredient"": ""arroz integral cocido"", ""grams"": 220}, {""ingredient"": ""carne magra cocida"", ""grams"": 96}, {""ingredient"": ""espinaca"", ""grams"": 198}]",599.0,42.6,67.6,19.2,10.6,Prepará y pesá los ingredientes. Salteá las verduras con un toque de aceite o al vapor. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0100,Pollo con quinoa cocida y zanahoria,almuerzo,2,26,"[{""ingredient"": ""carne magra cocida"", ""grams"": 113}, {""ingredient"": ""palta"", ""grams"": 22}, {""ingredient"": ""quinoa cocida"", ""grams"": 236}, {""ingredient"": ""zanahoria"", ""grams"": 82}]",277.7,21.6,30.0,7.9,5.2,Prepará y pesá los ingredientes. Salteá las verduras con un toque de aceite o al vapor. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0101,Yogur griego con frutillas y semillas de chia,snack,1,9,"[{""ingredient"": ""frutillas"", ""grams"": 96}, {""ingredient"": ""semillas de chia"", ""grams"": 20}, {""ingredient"": ""yogur griego descremado"", ""grams"": 238}]",268.3,27.9,24.4,7.4,8.7,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0102,Yogur griego con manzana y semillas de lino,snack,1,13,"[{""ingredient"": ""manzana"", ""grams"": 200}, {""ingredient"": ""semillas de lino"", ""grams"": 16}, {""ingredient"": ""yogur griego descremado"", ""grams"": 238}]",329.9,27.3,40.8,8.1,9.1,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0103,Pollo con tortilla de trigo y pepino,almuerzo,1,11,"[{""ingredient"": ""garbanzos cocidos"", ""grams"": 119}, {""ingredient"": ""limon"", ""grams"": 5}, {""ingredient"": ""pepino"", ""grams"": 146}, {""ingredient"": ""tortilla de trigo"", ""grams"": 123}]",589.0,21.6,99.4,11.9,14.8,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0104,Guiso de legumbres con morrón,cena,1,24,"[{""ingredient"": ""morrón"", ""grams"": 163}, {""ingredient"": ""nueces"", ""grams"": 12}, {""ingredient"": ""quinoa cocida"", ""grams"": 142}, {""ingredient"": ""salmon"", ""grams"": 203}]",721.6,50.3,41.7,37.4,8.2,Prepará y pesá los ingredientes. Salteá las verduras con un toque de aceite o al vapor. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0105,Batido de proteína con frutillas,snack,1,8,"[{""ingredient"": ""bebida vegetal sin azucar"", ""grams"": 211}, {""ingredient"": ""frutillas"", ""grams"": 139}, {""ingredient"": ""semillas de lino"", ""grams"": 11}, {""ingredient"": ""whey protein"", ""grams"": 25}]",245.4,25.1,20.1,9.1,6.2,Agregá todo en la licuadora. Licuá 20-30s hasta homogéneo. Serví y listo.
R0106,Bowl de quinoa cocida con manzana y cacao amargo,desayuno,1,7,"[{""ingredient"": ""manzana"", ""grams"": 145}, {""ingredient"": ""nueces"", ""grams"": 25}, {""ingredient"": ""semillas de lino"", ""grams"": 15}, {""ingredient"": ""yogur griego descremado"", ""grams"": 277}]",482.4,34.6,37.8,23.9,9.2,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0107,Yogur griego con naranja y semillas de lino,snack,1,13,"[{""ingredient"": ""miel"", ""grams"": 18}, {""ingredient"": ""naranja"", ""grams"": 116}, {""ingredient"": ""semillas de lino"", ""grams"": 16}, {""ingredient"": ""yogur griego descremado"", ""grams"": 270}]",354.0,31.0,42.9,7.9,7.1,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
